TABLE_NAME|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|IS_NULLABLE
PortfoliosQuantities|ClientCurrentValue|money|NULL|19|4|NO
PortfoliosQuantities|TotalPortfolio|money|NULL|19|4|NO
PortfoliosQuantities|LastQuantity|float|NULL|53|NULL|NO
PortfoliosQuantities|LastPrice|money|NULL|19|4|NO
PortfoliosQuantities|Cost|money|NULL|19|4|NO
PortfoliosQuantities|Sales|money|NULL|19|4|NO
PortfoliosQuantities|Profit|money|NULL|19|4|NO
PortfoliosQuantities|Profit_|float|NULL|53|NULL|NO
PortfoliosQuantities|Portfolio_DPA_|int|NULL|10|0|NO
PortfoliosQuantities|entryid|char|10|NULL|NULL|NO
PortfoliosQuantities|userid|int|NULL|10|0|NO
PortfoliosQuantities|NetAmount|money|NULL|19|4|NO
PortfoliosQuantities|LastPL|money|NULL|19|4|NO
PortfoliosQuantities|LastPL_|float|NULL|53|NULL|NO
PortfoliosQuantities|ClientPL|money|NULL|19|4|NO
PortfoliosQuantities|ClientPL_|float|NULL|53|NULL|NO
PrimaryIssues|PrimaryIssues_DPA_|int|NULL|10|0|NO
PrimaryIssues|Client_DPA_|int|NULL|10|0|NO
PrimaryIssues|Bond_DPA_|int|NULL|10|0|NO
PrimaryIssues|ValueDate|datetime|NULL|NULL|NULL|YES
PrimaryIssues|FaceValue|money|NULL|19|4|YES
PrimaryIssues|Price|money|NULL|19|4|YES
PrimaryIssues|ForwardRate|real|NULL|24|NULL|YES
PrimaryIssues|ApplicationNo|nvarchar|500|NULL|NULL|YES
PrimaryIssues|AcceptedAmount|money|NULL|19|4|YES
PrimaryIssues|PaymentTypes_DPA_|int|NULL|10|0|NO
PrimaryIssues|PaymentDate|datetime|NULL|NULL|NULL|YES
PrimaryIssues|Reference|nvarchar|500|NULL|NULL|YES
PrimaryIssues|PaidAmount|money|NULL|19|4|YES
PrimaryIssues|BankAcc_DPA_|int|NULL|10|0|YES
PrimaryIssues|Narrative|nvarchar|500|NULL|NULL|YES
PrimaryIssues|Included|int|NULL|10|0|YES
PrimaryIssues|Basis|numeric|NULL|18|0|YES
PrimaryIssues|DaysInCoupon|numeric|NULL|18|0|YES
PrimaryIssues|ModifiedBy|int|NULL|10|0|YES
PrimaryIssues|DateModified|datetime|NULL|NULL|NULL|YES
PrimaryIssues|Deleted|int|NULL|10|0|YES
PrimaryIssuesList|BondIssue|nvarchar|20|NULL|NULL|NO
PrimaryIssuesList|Security_DPA_|int|NULL|10|0|NO
PrimaryIssuesList|BondType|nvarchar|10|NULL|NULL|NO
PrimaryIssuesList|ClientName|nvarchar|100|NULL|NULL|NO
PrimaryIssuesList|PrimaryIssues_DPA_|int|NULL|10|0|NO
PrimaryIssuesList|Client_DPA_|int|NULL|10|0|NO
PrimaryIssuesList|Bond_DPA_|int|NULL|10|0|NO
PrimaryIssuesList|ValueDate|datetime|NULL|NULL|NULL|YES
PrimaryIssuesList|FaceValue|money|NULL|19|4|YES
PrimaryIssuesList|Price|money|NULL|19|4|YES
PrimaryIssuesList|ForwardRate|real|NULL|24|NULL|YES
PrimaryIssuesList|ApplicationNo|nvarchar|500|NULL|NULL|YES
PrimaryIssuesList|AcceptedAmount|money|NULL|19|4|YES
PrimaryIssuesList|PaymentTypes_DPA_|int|NULL|10|0|NO
PrimaryIssuesList|PaymentDate|datetime|NULL|NULL|NULL|YES
PrimaryIssuesList|Reference|nvarchar|500|NULL|NULL|YES
PrimaryIssuesList|PaidAmount|money|NULL|19|4|YES
PrimaryIssuesList|BankAcc_DPA_|int|NULL|10|0|YES
PrimaryIssuesList|Narrative|nvarchar|500|NULL|NULL|YES
PrimaryIssuesList|Included|int|NULL|10|0|YES
PrimaryIssuesList|Basis|numeric|NULL|18|0|YES
PrimaryIssuesList|DaysInCoupon|numeric|NULL|18|0|YES
PrimaryIssuesList|ModifiedBy|int|NULL|10|0|YES
PrimaryIssuesList|DateModified|datetime|NULL|NULL|NULL|YES
PrimaryIssuesList|Deleted|int|NULL|10|0|YES
PrimaryIssuesList|PaymentType|nvarchar|500|NULL|NULL|YES
PrimaryIssuesList|User|nvarchar|50|NULL|NULL|YES
PrinterList|Printer_DPA_|int|NULL|10|0|NO
PrinterList|PrinterActualName|nvarchar|100|NULL|NULL|NO
PrinterList|PrinterName|nvarchar|100|NULL|NULL|NO
PrinterList|Description|nvarchar|200|NULL|NULL|NO
PrinterList|Active|bit|NULL|NULL|NULL|NO
Printers|Printer_DPA_|int|NULL|10|0|NO
Printers|PrinterActualName|nvarchar|100|NULL|NULL|NO
Printers|PrinterName|nvarchar|100|NULL|NULL|NO
Printers|Description|nvarchar|200|NULL|NULL|NO
Printers|Active|bit|NULL|NULL|NULL|NO
ProfitNLossAccount|BankAccount_DPA_|int|NULL|10|0|NO
ProfitNLossAccount|TransDate|datetime|NULL|NULL|NULL|YES
ProfitNLossAccount|Ref|sql_variant|0|NULL|NULL|YES
ProfitNLossAccount|Particulars|nvarchar|500|NULL|NULL|YES
ProfitNLossAccount|Debit|money|NULL|19|4|NO
ProfitNLossAccount|Credit|money|NULL|19|4|NO
ProfitNLossAccount|CreditBal|money|NULL|19|4|NO
ProfitNLossAccount|OpeningBalance|int|NULL|10|0|NO
ProfitNLossAccount|ReceiptNo|int|NULL|10|0|YES
ProfitNLossAccount|Balance|money|NULL|19|4|YES
PurchaseContractList|Contract_DPA_|int|NULL|10|0|NO
PurchaseContractList|ContractTransferNo|nvarchar|20|NULL|NULL|YES
PurchaseContractList|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
PurchaseContractList|Lot_DPA_|int|NULL|10|0|YES
PurchaseContractList|BrokerCode|nvarchar|5|NULL|NULL|YES
PurchaseContractList|OrdDetailType|nvarchar|100|NULL|NULL|NO
PurchaseContractList|OrderTypeSale|tinyint|NULL|3|0|NO
PurchaseContractList|LotSlipNo|nvarchar|20|NULL|NULL|YES
PurchaseContractList|LotTDate|datetime|NULL|NULL|NULL|YES
PurchaseContractList|LotQty|int|NULL|10|0|YES
PurchaseContractList|LotPrice|money|NULL|19|4|YES
PurchaseContractList|ContractNumber|nvarchar|50|NULL|NULL|YES
PurchaseContractList|StatusDescription|nvarchar|10|NULL|NULL|YES
PurchaseContractList|OrdDetailClient|nvarchar|100|NULL|NULL|NO
PurchaseContractList|ContractDelivered|bit|NULL|NULL|NULL|NO
PurchaseContractList|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
PurchaseContractList|ContractNCertificate|nvarchar|20|NULL|NULL|YES
PurchaseContractList|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
PurchaseContractList|ContractNCDelivered|bit|NULL|NULL|NULL|NO
PurchaseContractList|Voucher_DPA_|int|NULL|10|0|YES
PurchaseContractList|ContractVouchered|bit|NULL|NULL|NULL|NO
PurchaseContractList|Settlementdate|datetime|NULL|NULL|NULL|YES
PurchaseOrderList|Order No|int|NULL|10|0|NO
PurchaseOrderList|Order Date|smalldatetime|NULL|NULL|NULL|NO
PurchaseOrderList|Client|nvarchar|4000|NULL|NULL|YES
PurchaseOrderList|Security|nvarchar|121|NULL|NULL|NO
PurchaseOrderList|Order Qty|int|NULL|10|0|NO
PurchaseOrderList|Order Price|nvarchar|20|NULL|NULL|NO
PurchaseOrderList|Slip No|nvarchar|20|NULL|NULL|YES
PurchaseOrderList|Trade Date|datetime|NULL|NULL|NULL|YES
PurchaseOrderList|Qty|int|NULL|10|0|YES
PurchaseOrderList|Price|money|NULL|19|4|YES
PurchaseOrderList|Broker|nvarchar|5|NULL|NULL|YES
PurchaseOrderList|Contract|nvarchar|50|NULL|NULL|YES
PurchaseOrders|Order_DPA_|int|NULL|10|0|NO
PurchaseOrders|OrderDate|smalldatetime|NULL|NULL|NULL|NO
PurchaseOrders|OrderTypeSale|bit|NULL|NULL|NULL|NO
PurchaseOrders|Client_DPA_|int|NULL|10|0|NO
PurchaseOrders|OrdDetailClient|nvarchar|100|NULL|NULL|NO
PurchaseOrders|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
PurchaseOrders|SecurityCode|nvarchar|31|NULL|NULL|YES
PurchaseOrders|OrdDetailQty|int|NULL|10|0|NO
PurchaseOrders|BalanceQty|int|NULL|10|0|YES
PurchaseOrders|OrdDetailPrice|nvarchar|20|NULL|NULL|NO
PurchaseOrders|OrdDetail_DPA_|int|NULL|10|0|NO
PurchaseOrders|Amount|money|NULL|19|4|YES
PurchaseOrders|Price|real|NULL|24|NULL|NO
PurchaseOrders|Best|bit|NULL|NULL|NULL|YES
PurchaseOrders|Total|float|NULL|53|NULL|YES
PurchaseOrders|CurrentBal|money|NULL|19|4|YES
PurchaseOrders|CreditLimit|money|NULL|19|4|NO
PurchaseOrders|Excess|float|NULL|53|NULL|YES
PurchaseOrders|OrdDetailType|nvarchar|100|NULL|NULL|NO
PurchaseOrdersList|Order_DPA_|int|NULL|10|0|NO
PurchaseOrdersList|OrderDate|smalldatetime|NULL|NULL|NULL|NO
PurchaseOrdersList|OrderTypeSale|bit|NULL|NULL|NULL|NO
PurchaseOrdersList|Client_DPA_|int|NULL|10|0|NO
PurchaseOrdersList|OrdDetailClient|nvarchar|100|NULL|NULL|NO
PurchaseOrdersList|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
PurchaseOrdersList|SecurityCode|nvarchar|31|NULL|NULL|YES
PurchaseOrdersList|OrdDetailQty|int|NULL|10|0|NO
PurchaseOrdersList|BalanceQty|int|NULL|10|0|NO
PurchaseOrdersList|OrdDetailPrice|nvarchar|20|NULL|NULL|NO
PurchaseOrdersList|OrdDetail_DPA_|int|NULL|10|0|NO
PurchaseOrdersList|Amount|money|NULL|19|4|NO
PurchaseOrdersList|Price|real|NULL|24|NULL|NO
PurchaseOrdersList|Best|bit|NULL|NULL|NULL|NO
RealUnMatched|CDSImport_DPA_|int|NULL|10|0|NO
RealUnMatched|OrdDetail_DPA_|int|NULL|10|0|YES
RealUnMatched|Order_DPA_|int|NULL|10|0|YES
RealUnMatched|OrderDate|smalldatetime|NULL|NULL|NULL|YES
RealUnMatched|OrderTypeSale|bit|NULL|NULL|NULL|YES
RealUnMatched|CDSOrderTypeSale|varchar|1|NULL|NULL|YES
RealUnMatched|OrdDetailClient|nvarchar|100|NULL|NULL|YES
RealUnMatched|SecurityCode|nvarchar|31|NULL|NULL|YES
RealUnMatched|BalanceQty|int|NULL|10|0|YES
RealUnMatched|CDSRef|char|10|NULL|NULL|YES
RealUnMatched|Quantity|char|19|NULL|NULL|YES
RealUnMatched|Price|char|10|NULL|NULL|YES
RealUnMatched|BrokerCode|varchar|8000|NULL|NULL|YES
RealUnMatched|CDSBrokerCode|char|4|NULL|NULL|YES
RealUnMatched|OrdDetailType|nvarchar|100|NULL|NULL|YES
RealUnMatched|OrdDetailSecType|nvarchar|20|NULL|NULL|YES
RealUnMatched|Security_DPA_|int|NULL|10|0|YES
RealUnMatched|CommissionRate|real|NULL|24|NULL|YES
RealUnMatched|OrdDetailQty|int|NULL|10|0|YES
RealUnMatched|VolumeRate|real|NULL|24|NULL|YES
RealUnMatched|VolumeBoundary|money|NULL|19|4|YES
RealUnMatched|MinimumCommission|money|NULL|19|4|YES
RealUnMatched|CMARegulated|bit|NULL|NULL|NULL|YES
RealUnMatched|PostImmobilisedRate|bit|NULL|NULL|NULL|YES
RealUnMatched|SecurityImmobilised|bit|NULL|NULL|NULL|YES
RealUnMatched|Broker_DPA_|int|NULL|10|0|NO
RealUnMatched|TradeTime|char|19|NULL|NULL|YES
RealUnMatched|AgentCommission|real|NULL|24|NULL|YES
RealUnMatched|StaffCommission|real|NULL|24|NULL|YES
RealUnMatched|TradeDate|smalldatetime|NULL|NULL|NULL|YES
RealUnMatched|SettlementDate|smalldatetime|NULL|NULL|NULL|YES
RealUnMatched|SettlementAmount|char|32|NULL|NULL|YES
ReceiptList|Payment_DPA_|int|NULL|10|0|NO
ReceiptList|PaymentPDate|datetime|NULL|NULL|NULL|NO
ReceiptList|EntityType|nvarchar|100|NULL|NULL|NO
ReceiptList|EntityName|nvarchar|201|NULL|NULL|YES
ReceiptList|BankAccountName|nvarchar|100|NULL|NULL|NO
ReceiptList|PaymentAmount|float|NULL|53|NULL|YES
ReceiptList|PaymentReceiptNo|int|NULL|10|0|YES
ReceiptList|Order_DPA_|int|NULL|10|0|YES
ReceiptList|PaymentType|nvarchar|500|NULL|NULL|YES
ReceiptList|PaymentReference|nvarchar|20|NULL|NULL|YES
ReceiptList|EntityCode|nvarchar|4000|NULL|NULL|YES
ReceiptList|EntityType_DPA_|int|NULL|10|0|NO
ReceiptList|PaymentNarrative|nvarchar|200|NULL|NULL|YES
ReceiptList|TimeChanged|datetime|NULL|NULL|NULL|YES
ReceiptList|ChangedBy|nvarchar|102|NULL|NULL|YES
ReceiptList|OrderSecType_DPA_|int|NULL|10|0|YES
ReceiptSchedule|Entity|nvarchar|100|NULL|NULL|NO
ReceiptSchedule|Party|nvarchar|201|NULL|NULL|YES
ReceiptSchedule|Bank_Account|nvarchar|100|NULL|NULL|NO
ReceiptSchedule|Receipt_No|int|NULL|10|0|YES
ReceiptSchedule|Reference|nvarchar|20|NULL|NULL|YES
ReceiptSchedule|Payment_Date|nvarchar|12|NULL|NULL|YES
ReceiptSchedule|Amount|money|NULL|19|4|NO
ReceiptSchedule|CdsGroup|int|NULL|10|0|NO
ReceiptSchedule|AccountCode|nvarchar|50|NULL|NULL|NO
ReceiptSchedule|PaymentNarrative|nvarchar|200|NULL|NULL|YES
ReceiptsReport|Entity|nvarchar|100|NULL|NULL|NO
ReceiptsReport|Recipient|nvarchar|100|NULL|NULL|NO
ReceiptsReport|Bank Account|nvarchar|100|NULL|NULL|NO
ReceiptsReport|Reference|nvarchar|20|NULL|NULL|YES
ReceiptsReport|Payment Date|nvarchar|12|NULL|NULL|YES
ReceiptsReport|Amount|money|NULL|19|4|NO
ReconciliationList|EntryID|int|NULL|10|0|YES
ReconciliationList|BankCode|nvarchar|50|NULL|NULL|YES
ReconciliationList|AccountName|nvarchar|100|NULL|NULL|YES
ReconciliationList|Date|datetime|NULL|NULL|NULL|YES
ReconciliationList|Reference|nvarchar|20|NULL|NULL|YES
ReconciliationList|Particulars|nvarchar|509|NULL|NULL|YES
ReconciliationList|Debit|money|NULL|19|4|YES
ReconciliationList|Credit|money|NULL|19|4|YES
ReconciliationList|ReconcileDate|datetime|NULL|NULL|NULL|YES
ReconciliationList|Type|int|NULL|10|0|NO
ReconciliationList|TimeChanged|datetime|NULL|NULL|NULL|YES
ReconciliationList|ChangedBy|nvarchar|50|NULL|NULL|YES
Residency|Residency_DPA_|int|NULL|10|0|NO
Residency|Residency_EIT_|nvarchar|40|NULL|NULL|YES
Residency|ResidencyDescription|nvarchar|100|NULL|NULL|NO
Residency|DefaultSelection|bit|NULL|NULL|NULL|NO
ResidencyList|ResidencyName|nvarchar|100|NULL|NULL|NO
ResidencyList|Residency_DPA_|int|NULL|10|0|NO
ResidencyList|DefaultSelection|bit|NULL|NULL|NULL|NO
Results|Agent_DPA_|int|NULL|10|0|YES
Results|Branch_DPA_|int|NULL|10|0|NO
Results|Class_DPA_|int|NULL|10|0|NO
Results|Client_DPA_|int|NULL|10|0|NO
Results|Client_EIT_|nvarchar|40|NULL|NULL|YES
Results|ClientAddr|ntext|1073741823|NULL|NULL|YES
Results|ClientBDate|smalldatetime|NULL|NULL|NULL|YES
Results|ClientCellTel|nvarchar|100|NULL|NULL|YES
Results|ClientContact|nvarchar|100|NULL|NULL|YES
Results|ClientEmail|nvarchar|100|NULL|NULL|YES
Results|ClientFax|nvarchar|100|NULL|NULL|YES
Results|ClientHomeTel|nvarchar|100|NULL|NULL|YES
Results|ClientIDPass|nvarchar|100|NULL|NULL|YES
Results|ClientName|nvarchar|100|NULL|NULL|NO
Results|ClientOfficeTel|nvarchar|100|NULL|NULL|YES
Results|ClientPhoto|nvarchar|100|NULL|NULL|YES
Results|ClientSignature|nvarchar|100|NULL|NULL|YES
Results|ClientVIP|bit|NULL|NULL|NULL|NO
Results|Commission_DPA_|int|NULL|10|0|NO
Results|Gender_DPA_|int|NULL|10|0|YES
Results|Owner_DPA_|int|NULL|10|0|YES
Results|Residency_DPA_|int|NULL|10|0|NO
Results|ClientCDSNo|nvarchar|20|NULL|NULL|YES
Results|ClientPAddr|ntext|1073741823|NULL|NULL|YES
Results|ClientComment|ntext|1073741823|NULL|NULL|YES
Results|EntityType_DPA_|int|NULL|10|0|NO
Results|ClientOpeningBal|money|NULL|19|4|NO
Results|ClientRegDate|datetime|NULL|NULL|NULL|NO
Results|OnlineRegistration|bit|NULL|NULL|NULL|NO
Results|CreditLimit|money|NULL|19|4|NO
Results|GenericSetting_DPA_|int|NULL|10|0|YES
Results|GenericSetting_DPA_2|int|NULL|10|0|YES
Results|GenericSetting_DPA_3|int|NULL|10|0|YES
Results|OldAccountNo|int|NULL|10|0|YES
Results|ChangedBy|int|NULL|10|0|NO
Results|TimeChanged|smalldatetime|NULL|NULL|NULL|NO
Results|IsCustodian|bit|NULL|NULL|NULL|NO
Results|Deleted|bit|NULL|NULL|NULL|NO
SaleContractList|Contract_DPA_|int|NULL|10|0|NO
SaleContractList|ContractTransferNo|nvarchar|20|NULL|NULL|YES
SaleContractList|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
SaleContractList|Lot_DPA_|int|NULL|10|0|YES
SaleContractList|BrokerCode|nvarchar|5|NULL|NULL|YES
SaleContractList|OrdDetailType|nvarchar|100|NULL|NULL|NO
SaleContractList|OrderTypeSale|tinyint|NULL|3|0|NO
SaleContractList|LotSlipNo|nvarchar|20|NULL|NULL|YES
SaleContractList|LotTDate|datetime|NULL|NULL|NULL|YES
SaleContractList|LotQty|int|NULL|10|0|YES
SaleContractList|LotPrice|money|NULL|19|4|YES
SaleContractList|ContractNumber|nvarchar|50|NULL|NULL|YES
SaleContractList|StatusDescription|nvarchar|10|NULL|NULL|YES
SaleContractList|OrdDetailClient|nvarchar|100|NULL|NULL|NO
SaleContractList|ContractDelivered|bit|NULL|NULL|NULL|NO
SaleContractList|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
SaleContractList|ContractNCertificate|nvarchar|20|NULL|NULL|YES
SaleContractList|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
SaleContractList|ContractNCDelivered|bit|NULL|NULL|NULL|NO
SaleContractList|Voucher_DPA_|int|NULL|10|0|YES
SaleContractList|ContractVouchered|bit|NULL|NULL|NULL|NO
SaleContractList|Expr1|nvarchar|50|NULL|NULL|YES
SaleContractList|ContractCertificate|nvarchar|50|NULL|NULL|YES
SaleContractList|Settlementdate|datetime|NULL|NULL|NULL|YES
SaleContracts|Contract_DPA_|int|NULL|10|0|NO
SaleContracts|ContractTransferNo|nvarchar|20|NULL|NULL|YES
SaleContracts|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
SaleContracts|Lot_DPA_|int|NULL|10|0|YES
SaleContracts|BrokerCode|nvarchar|5|NULL|NULL|YES
SaleContracts|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
SaleContracts|OrdDetailType|nvarchar|100|NULL|NULL|NO
SaleContracts|OrderTypeSale|tinyint|NULL|3|0|NO
SaleContracts|LotSlipNo|nvarchar|20|NULL|NULL|YES
SaleContracts|LotTDate|datetime|NULL|NULL|NULL|YES
SaleContracts|LotQty|int|NULL|10|0|YES
SaleContracts|LotPrice|money|NULL|19|4|YES
SaleContracts|LotGrossAmount|money|NULL|19|4|YES
SaleContracts|ContractNumber|nvarchar|50|NULL|NULL|YES
SaleContracts|StatusDescription|nvarchar|10|NULL|NULL|YES
SaleContracts|OrdDetailClient|nvarchar|100|NULL|NULL|NO
SaleContracts|ContractDelivered|bit|NULL|NULL|NULL|NO
SaleContracts|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
SaleContracts|ContractNCertificate|nvarchar|20|NULL|NULL|YES
SaleContracts|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
SaleContracts|ContractNCDelivered|bit|NULL|NULL|NULL|NO
SaleContracts|Voucher_DPA_|int|NULL|10|0|YES
SaleContracts|ContractVouchered|bit|NULL|NULL|NULL|NO
SaleContracts|LevyAmount|real|NULL|24|NULL|YES
SaleContracts|LevyName|nvarchar|100|NULL|NULL|NO
SaleContracts|SystemMaintained|int|NULL|10|0|YES
SaleContracts|LevyRatePercentage|nvarchar|50|NULL|NULL|YES
SaleContracts|LevyShortName|nvarchar|50|NULL|NULL|YES
SaleContracts|Client_DPA_|int|NULL|10|0|NO
SaleContracts|Expr1|money|NULL|19|4|NO
SaleContracts|LevyVATAmount|money|NULL|19|4|NO
SaleContracts|ContractSettlementDate|smalldatetime|NULL|NULL|NULL|YES
SaleContracts2|Contract_DPA_|int|NULL|10|0|NO
SaleContracts2|ContractTransferNo|nvarchar|20|NULL|NULL|YES
SaleContracts2|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
SaleContracts2|Lot_DPA_|int|NULL|10|0|YES
SaleContracts2|BrokerCode|nvarchar|5|NULL|NULL|YES
SaleContracts2|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
SaleContracts2|OrdDetailType|nvarchar|100|NULL|NULL|NO
SaleContracts2|OrderTypeSale|bit|NULL|NULL|NULL|NO
SaleContracts2|LotSlipNo|nvarchar|20|NULL|NULL|YES
SaleContracts2|LotTDate|smalldatetime|NULL|NULL|NULL|YES
SaleContracts2|LotQty|int|NULL|10|0|YES
SaleContracts2|LotPrice|money|NULL|19|4|YES
SaleContracts2|LotGrossAmount|money|NULL|19|4|YES
SaleContracts2|ContractNumber|nvarchar|50|NULL|NULL|YES
SaleContracts2|StatusDescription|nvarchar|10|NULL|NULL|YES
SaleContracts2|OrdDetailClient|nvarchar|100|NULL|NULL|NO
SaleContracts2|ContractDelivered|bit|NULL|NULL|NULL|NO
SaleContracts2|OrdDetailSecurity|nvarchar|100|NULL|NULL|NO
SaleContracts2|ContractNCertificate|nvarchar|20|NULL|NULL|YES
SaleContracts2|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
SaleContracts2|ContractNCDelivered|bit|NULL|NULL|NULL|NO
SaleContracts2|Voucher_DPA_|int|NULL|10|0|YES
SaleContracts2|ContractVouchered|bit|NULL|NULL|NULL|NO
SaleContracts2|LevyAmount|money|NULL|19|4|NO
SaleContracts2|LevyName|nvarchar|100|NULL|NULL|NO
SaleContracts2|SystemMaintained|int|NULL|10|0|YES
SaleContracts2|LevyRatePercentage|nvarchar|50|NULL|NULL|YES
SaleContracts2|LevyShortName|nvarchar|50|NULL|NULL|YES
SaleContractsInExcel|Order_DPA_|int|NULL|10|0|NO
SaleContractsInExcel|Contract_DPA_|int|NULL|10|0|NO
SaleContractsInExcel|ContractTransferNo|nvarchar|20|NULL|NULL|YES
SaleContractsInExcel|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
SaleContractsInExcel|Lot_DPA_|int|NULL|10|0|YES
SaleContractsInExcel|BrokerCode|nvarchar|5|NULL|NULL|YES
SaleContractsInExcel|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
SaleContractsInExcel|OrdDetailType|nvarchar|100|NULL|NULL|NO
SaleContractsInExcel|OrderTypeSale|bit|NULL|NULL|NULL|NO
SaleContractsInExcel|LotSlipNo|nvarchar|20|NULL|NULL|YES
SaleContractsInExcel|LotTDate|smalldatetime|NULL|NULL|NULL|YES
SaleContractsInExcel|LotQty|int|NULL|10|0|YES
SaleContractsInExcel|LotPrice|money|NULL|19|4|YES
SaleContractsInExcel|LotGrossAmount|money|NULL|19|4|YES
SaleContractsInExcel|ContractNumber|nvarchar|50|NULL|NULL|YES
SaleContractsInExcel|StatusDescription|nvarchar|10|NULL|NULL|YES
SaleContractsInExcel|OrdDetailClient|nvarchar|100|NULL|NULL|NO
SaleContractsInExcel|ContractDelivered|bit|NULL|NULL|NULL|NO
SaleContractsInExcel|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
SaleContractsInExcel|ContractNCertificate|nvarchar|20|NULL|NULL|YES
SaleContractsInExcel|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
SaleContractsInExcel|ContractNCDelivered|bit|NULL|NULL|NULL|NO
SaleContractsInExcel|Voucher_DPA_|int|NULL|10|0|YES
SaleContractsInExcel|ContractVouchered|bit|NULL|NULL|NULL|NO
SaleContractsInExcel|LevyAmount|money|NULL|19|4|NO
SaleContractsInExcel|LevyName|nvarchar|100|NULL|NULL|NO
SaleContractsInExcel|SystemMaintained|int|NULL|10|0|YES
SaleContractsInExcel|LevyRatePercentage|nvarchar|50|NULL|NULL|YES
SaleContractsInExcel|LevyShortName|nvarchar|50|NULL|NULL|YES
SaleContractsInExcel|MinimumCommission|money|NULL|19|4|NO
SaleContractsInExcel|AgentCode|int|NULL|10|0|YES
SaleContractsInExcel|Agent|nvarchar|100|NULL|NULL|YES
SaleOrderList|Order No|int|NULL|10|0|NO
SaleOrderList|Order Date|smalldatetime|NULL|NULL|NULL|NO
SaleOrderList|Client|nvarchar|4000|NULL|NULL|YES
SaleOrderList|Security|nvarchar|121|NULL|NULL|NO
SaleOrderList|Order Qty|int|NULL|10|0|NO
SaleOrderList|Order Price|nvarchar|20|NULL|NULL|NO
SaleOrderList|Slip No|nvarchar|20|NULL|NULL|YES
SaleOrderList|Trade Date|datetime|NULL|NULL|NULL|YES
SaleOrderList|Qty|int|NULL|10|0|YES
SaleOrderList|Price|money|NULL|19|4|YES
SaleOrderList|Broker|nvarchar|5|NULL|NULL|YES
SaleOrderList|Contract|nvarchar|50|NULL|NULL|YES
SalesOrdersTotals|Client_DPA_|int|NULL|10|0|NO
SalesOrdersTotals|Security_DPA_|int|NULL|10|0|NO
SalesOrdersTotals|Total|int|NULL|10|0|YES
SalesOrdersTotals|Order_DPA_|int|NULL|10|0|NO
SecTransFee|SecTransFee_DPA_|int|NULL|10|0|NO
SecTransFee|SecTransFee_EIT_|nvarchar|40|NULL|NULL|YES
SecTransFee|SecTransFeeActive|bit|NULL|NULL|NULL|NO
SecTransFee|SecTransFeeADate|datetime|NULL|NULL|NULL|NO
SecTransFee|SecTransFeeFee|money|NULL|19|4|NO
SecTransFee|Security_DPA_|int|NULL|10|0|NO
SecTransFeeList|SecTransFeeADate|smalldatetime|NULL|NULL|NULL|NO
SecTransFeeList|SecTransFeeActive|bit|NULL|NULL|NULL|NO
SecTransFeeList|SecTransFeeSummary|nvarchar|1102|NULL|NULL|YES
SecTransFeeList|SecTransFee_DPA_|int|NULL|10|0|NO
SecTransFeeList|Security_DPA_|int|NULL|10|0|NO
SecTransFeeList|SecTransFeeFee|money|NULL|19|4|NO
SecTransFeeListLatest|Security_DPA_|int|NULL|10|0|NO
SecTransFeeListLatest|Fee|money|NULL|19|4|NO
SecTransFeeListLatest|SecTransFeeADate|smalldatetime|NULL|NULL|NULL|YES
Security|Security_DPA_|int|NULL|10|0|YES
Security|Security_EIT_|nvarchar|40|NULL|NULL|YES
Security|SecurityAddr|nvarchar|100|NULL|NULL|YES
Security|SecurityCode|nvarchar|50|NULL|NULL|NO
Security|SecurityMktPrice|money|NULL|19|4|NO
Security|SecurityName|nvarchar|100|NULL|NULL|NO
Security|OrderSecType_DPA_|int|NULL|10|0|NO
Security|Immobilised|bit|NULL|NULL|NULL|NO
Security|Sector_DPA_|int|NULL|10|0|NO
Security|ImportCode|nvarchar|50|NULL|NULL|YES
Security|CanTrade|bit|NULL|NULL|NULL|YES
Security|IsOffering|bit|NULL|NULL|NULL|YES
Security|NSEName|varchar|100|NULL|NULL|YES
Security|ExpiryDate|datetime|NULL|NULL|NULL|YES
Security|Offerings|int|NULL|10|0|NO
